y,gender,senior,married,time,phone,lines,internet,security,backup,protection,support,TV,movies,billing,payment,chargesMonth,chargesTotal
2,Female,1,No,3,No,No phone service,DSL,No,No,No,No,No,No,No,Electronic check,25.3,77.75
1,Male,0,No,33,Yes,Yes,DSL,No,Yes,No,No,No,No,Yes,Bank transfer (automatic),54.65,1665.2
2,Female,0,No,34,Yes,No,Fiber optic,No,Yes,No,No,No,No,Yes,Credit card (automatic),73.95,2524.45
2,Male,1,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,99.05,3395.8
2,Female,1,No,54,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,No,Bank transfer (automatic),82.45,4350.1
1,Female,1,Yes,27,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,No,Electronic check,83.85,2310.2
2,Male,0,No,1,No,No phone service,DSL,No,No,No,No,No,No,Yes,Electronic check,25.15,25.15
1,Male,0,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),20.3,1401.15
2,Male,0,No,23,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Mailed check,104.05,2470.1
2,Male,0,Yes,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,100.05,3480
1,Female,1,No,32,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,No,Electronic check,90.95,2897.95
1,Male,0,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.8,1311.3
1,Male,1,No,11,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,Bank transfer (automatic),60.25,662.95
1,Male,0,Yes,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),24.05,1230.9
1,Female,0,Yes,57,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Electronic check,84.5,4845.4
2,Female,0,Yes,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),94.85,5000.2
1,Female,0,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.1,486.05
1,Female,0,No,63,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Yes,Credit card (automatic),90.05,5817
1,Female,0,Yes,55,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),103.7,5656.75
1,Female,0,Yes,6,Yes,Yes,DSL,No,No,No,No,No,No,Yes,Credit card (automatic),48.95,273.25
1,Female,0,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),19.25,19.25
1,Male,0,No,41,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,No,Mailed check,70.2,2894.55
1,Female,0,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),19.7,129.55
1,Female,0,Yes,32,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,No,Mailed check,73.6,2316.85
1,Male,0,Yes,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No,Electronic check,100.85,3527.3
2,Male,0,No,16,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Yes,Credit card (automatic),89.05,1448.6
1,Female,1,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Yes,Mailed check,79.35,1835.3
1,Male,0,No,71,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Credit card (automatic),79.05,5552.5
1,Female,0,No,24,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Electronic check,94.6,2283.15
2,Male,1,Yes,33,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,94.5,3105.55
1,Female,0,Yes,16,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,No,Electronic check,90.7,1374.9
1,Male,0,No,15,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,No,Electronic check,50.75,688.2
2,Female,0,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Yes,Mailed check,74.6,74.6
2,Female,0,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Electronic check,19.3,19.3
2,Male,0,No,1,No,No phone service,DSL,No,No,No,No,No,No,Yes,Electronic check,25.3,25.3
1,Male,0,No,5,Yes,No,DSL,Yes,No,No,Yes,No,No,Yes,Mailed check,55.75,266.95
1,Male,1,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),19.8,587.7
1,Female,1,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,No,Mailed check,81.5,162.55
2,Female,0,No,17,Yes,No,DSL,No,No,No,No,Yes,Yes,Yes,Mailed check,64.7,1093.1
1,Male,0,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Credit card (automatic),55.45,4179.2
1,Female,0,Yes,33,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Yes,Mailed check,58.45,1955.4
1,Male,0,No,17,No,No phone service,DSL,No,No,No,No,No,No,No,Credit card (automatic),25.1,382.8
2,Male,1,No,21,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),96.8,2030.3
2,Male,0,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Yes,Bank transfer (automatic),35.25,35.25
1,Male,0,Yes,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,No,Credit card (automatic),95.75,6511.25
1,Male,0,No,17,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,No,Electronic check,80.85,1445.95
1,Male,0,No,45,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Electronic check,75.95,3273.8
1,Male,0,No,9,No,No phone service,DSL,No,No,No,No,No,No,Yes,Mailed check,24.6,190.1
1,Male,0,Yes,69,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Electronic check,99.35,6856.45
1,Male,0,Yes,49,Yes,Yes,DSL,Yes,No,No,No,No,No,Yes,Electronic check,55.35,2633.95
1,Male,1,No,21,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,104.35,2271.85
2,Female,0,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,106.3,4443.45
1,Female,0,Yes,46,Yes,Yes,DSL,Yes,No,No,No,No,No,No,Electronic check,53.1,2459.8
1,Male,0,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),20.45,162.3
1,Male,0,No,38,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,No,Mailed check,70.6,2708.2
1,Male,1,No,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,101.05,5594
1,Male,0,Yes,60,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No,Credit card (automatic),101.15,6067.4
1,Male,0,Yes,25,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Credit card (automatic),95.7,2338.35
2,Male,0,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,69.7,316.9
2,Male,0,No,1,Yes,No,DSL,No,No,No,No,No,No,Yes,Mailed check,45.7,45.7
2,Female,0,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,No,Electronic check,89.3,577.6
1,Female,0,Yes,69,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Yes,Credit card (automatic),43.95,2960.1
1,Male,0,No,18,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Yes,Electronic check,68.35,1299.8
1,Female,0,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Yes,Credit card (automatic),95.15,6770.85
1,Female,0,No,34,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,No,Electronic check,85.35,2896.6
1,Male,0,No,37,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,No,Bank transfer (automatic),65.6,2313.8
2,Male,0,No,2,Yes,No,DSL,Yes,No,Yes,No,No,No,Yes,Mailed check,55.1,113.35
1,Female,0,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),20.3,246.3
1,Female,0,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),19.4,1083
1,Female,0,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,70.15,123.8
2,Female,0,Yes,5,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Yes,Electronic check,85.75,470.95
2,Male,0,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,No,Electronic check,79.25,267.6
1,Female,0,No,46,Yes,No,DSL,No,No,No,No,No,No,No,Bank transfer (automatic),44.95,2168.9
1,Male,1,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),110.75,7053.35
1,Female,0,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),89,6293.2
1,Female,0,No,2,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,No,Electronic check,51.4,96.8
2,Male,1,Yes,7,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,Credit card (automatic),94.7,673.1
1,Male,0,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,21.05,21.05
1,Male,0,Yes,24,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,No,Bank transfer (automatic),81,1923.85
1,Male,1,No,1,Yes,No,DSL,No,No,No,No,No,No,No,Bank transfer (automatic),45.25,45.25
2,Female,0,No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,95.35,660.9
2,Male,0,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.6,19.6
1,Female,0,No,1,Yes,No,DSL,Yes,No,No,No,No,No,No,Mailed check,49.9,49.9
1,Male,0,No,10,No,No phone service,DSL,No,Yes,No,Yes,No,No,No,Electronic check,35.75,389.8
1,Male,0,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,92.9,1337.45
1,Male,0,No,4,No,No phone service,DSL,No,No,No,Yes,No,No,No,Electronic check,30.5,118.4
1,Male,0,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.6,690.25
2,Male,0,No,39,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Credit card (automatic),48.95,1880.85
1,Male,0,Yes,71,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Credit card (automatic),73.35,5154.5
1,Male,0,Yes,51,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),83.25,4089.45
1,Female,0,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Bank transfer (automatic),70.45,5165.7
1,Male,0,Yes,11,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Yes,Bank transfer (automatic),65.15,723.35
1,Male,0,No,40,No,No phone service,DSL,No,Yes,No,Yes,No,No,No,Credit card (automatic),36,1382.9
1,Male,0,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),90.8,6397.6
1,Male,1,No,65,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),99.1,6496.15
1,Male,0,No,2,Yes,No,DSL,Yes,No,Yes,No,No,No,No,Electronic check,53.45,119.5
1,Male,0,No,62,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Bank transfer (automatic),69.4,4237.5
1,Female,1,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,72.1,72.1
1,Male,0,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,Electronic check,105.5,6487.2
2,Female,1,Yes,51,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Yes,Electronic check,77.5,3807.35
1,Male,0,Yes,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,No,Electronic check,95.3,6273.4
1,Male,0,Yes,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No,Credit card (automatic),109.9,7332.4
2,Male,0,No,2,No,No phone service,DSL,No,No,No,Yes,No,No,No,Bank transfer (automatic),29.85,75.6
1,Female,0,Yes,36,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),92.9,3379.25
1,Male,0,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),20.05,1263.9
2,Male,0,Yes,59,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),99.5,5961.1
1,Male,0,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),24.85,1583.5
1,Male,1,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Credit card (automatic),92.7,5968.4
1,Female,1,No,64,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Yes,Electronic check,43.85,2751
1,Female,0,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),25.05,1873.7
1,Male,0,No,58,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,No,Bank transfer (automatic),70.1,4048.95
1,Male,0,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),25.55,1898.1
1,Female,0,No,44,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Yes,Credit card (automatic),88.15,3973.2
1,Female,1,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Credit card (automatic),105.75,7629.85
2,Male,0,No,53,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,No,Bank transfer (automatic),85.45,4517.25
1,Male,0,Yes,24,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,No,Bank transfer (automatic),74.4,1712.9
1,Female,0,Yes,48,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Credit card (automatic),105.1,5083.55
1,Female,0,No,13,Yes,No,DSL,Yes,No,No,Yes,No,No,No,Mailed check,55.15,742.9
1,Male,0,Yes,33,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Yes,Bank transfer (automatic),72.75,2447.45
1,Male,0,Yes,58,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Yes,Credit card (automatic),94.7,5430.35
2,Female,1,No,1,Yes,Yes,DSL,No,No,No,No,No,No,No,Mailed check,50.55,50.55
1,Male,0,Yes,13,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,No,Mailed check,40.55,590.35
1,Female,0,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),19.1,1372.45
1,Male,0,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,No,Electronic check,96.55,500.1
2,Female,0,No,54,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Electronic check,100.1,5440.9
1,Female,0,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Credit card (automatic),105.1,7234.8
1,Male,0,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,24.45,1088.25
1,Female,0,Yes,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,No,Bank transfer (automatic),73.25,1195.75
2,Female,0,Yes,45,Yes,No,DSL,No,Yes,No,Yes,No,No,Yes,Credit card (automatic),54.15,2319.8
1,Male,0,Yes,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,No,Bank transfer (automatic),82.05,2570.2
1,Female,0,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),19.7,804.25
1,Female,0,Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,No,Mailed check,50.7,350.35
1,Male,0,No,37,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Yes,Electronic check,91.15,3369.25
1,Male,0,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Electronic check,99.15,7422.1
1,Female,0,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,No,Bank transfer (automatic),80.05,1345.65
1,Male,1,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,70.65,293.85
1,Male,0,Yes,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,95.4,3474.2
1,Male,0,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,No,Electronic check,96.1,6001.45
2,Female,1,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,74.9,321.75
1,Male,0,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Mailed check,80.1,5585.4
2,Male,0,Yes,47,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,109.55,5124.55
2,Male,1,Yes,1,Yes,No,DSL,No,No,No,Yes,No,No,Yes,Credit card (automatic),49.25,49.25
1,Male,1,Yes,15,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Yes,Electronic check,96.5,1392.25
2,Male,0,No,18,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),82,1425.45
2,Female,0,No,9,Yes,No,DSL,No,Yes,No,Yes,Yes,No,No,Mailed check,66.25,620.55
2,Male,1,No,4,No,No phone service,DSL,No,No,No,No,No,No,Yes,Bank transfer (automatic),25.2,102.5
1,Male,0,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,24.8,324.15
1,Female,0,No,6,Yes,No,DSL,No,No,No,No,No,Yes,Yes,Electronic check,55,340.4
1,Male,1,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Yes,Electronic check,85.75,5688.45
2,Male,0,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,89.1,89.1
1,Male,0,Yes,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,104.1,5135.15
1,Male,0,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),19.35,1240.8
2,Male,1,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.95,214.75
2,Male,0,No,46,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,Electronic check,93.7,4154.8
2,Female,0,Yes,6,Yes,No,DSL,No,No,No,Yes,No,No,Yes,Electronic check,49.15,270.8
2,Male,0,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,79.05,79.05
2,Male,0,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Yes,Mailed check,55.7,55.7
1,Female,1,No,45,No,No phone service,DSL,No,No,No,No,No,Yes,No,Electronic check,34.2,1596.6
1,Male,0,Yes,23,Yes,No,DSL,Yes,No,No,Yes,No,No,No,Credit card (automatic),57.2,1423.35
2,Female,0,No,34,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Mailed check,109.8,3587.25
1,Female,0,Yes,55,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Yes,Bank transfer (automatic),89.8,4959.6
1,Female,0,No,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Credit card (automatic),94,1505.45
1,Male,0,Yes,40,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,No,Electronic check,80.8,3132.75
2,Female,0,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Yes,Credit card (automatic),55,55
1,Female,0,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,84,424.75
1,Male,0,No,46,No,No phone service,DSL,Yes,No,No,No,No,No,Yes,Bank transfer (automatic),30.75,1489.3
2,Female,0,No,37,No,No phone service,DSL,No,No,No,Yes,No,No,No,Credit card (automatic),28.6,973.55
2,Male,0,Yes,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,No,Electronic check,76.2,76.2
2,Female,0,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,93.85,93.85
1,Male,0,Yes,10,Yes,No,DSL,Yes,No,No,Yes,No,No,Yes,Credit card (automatic),54.95,568.85
1,Male,0,No,16,Yes,No,Fiber optic,No,No,No,Yes,No,No,Yes,Credit card (automatic),74.55,1170.5
1,Male,0,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),20.75,67.1
2,Female,0,No,2,No,No phone service,DSL,No,No,No,Yes,No,No,Yes,Electronic check,30.9,59.05
1,Male,0,Yes,43,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),79.15,3566.6
1,Male,0,No,32,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,No,Electronic check,91.05,2871.5
1,Female,0,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),21.05,139.75
2,Male,1,Yes,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,100.05,4871.05
1,Male,1,Yes,63,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),84,5329.55
2,Male,1,Yes,58,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,98.7,5812.6
1,Male,0,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),25.45,958.45
1,Male,0,Yes,55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Yes,Credit card (automatic),90.4,5099.15
1,Female,0,Yes,56,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Credit card (automatic),105.6,6068.65
1,Female,0,Yes,26,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,No,Electronic check,81.95,2070.05
1,Male,0,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Mailed check,48.75,48.75
2,Male,0,No,3,Yes,No,DSL,No,No,No,No,No,No,Yes,Electronic check,43.3,123.65
2,Female,1,Yes,40,No,No phone service,DSL,No,Yes,No,No,Yes,No,Yes,Electronic check,39.3,1637.4
2,Male,0,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,69.85,69.85
1,Female,0,Yes,23,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),91.1,2198.3
2,Female,0,No,9,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Mailed check,72.9,651.4
1,Male,0,No,7,No,No phone service,DSL,Yes,No,Yes,No,No,No,No,Mailed check,35.3,264.8
2,Female,0,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,Electronic check,75.35,338.1
1,Female,1,No,19,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Mailed check,105,2007.25
1,Female,0,Yes,62,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,110.8,6840.95
2,Female,1,Yes,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Credit card (automatic),104.4,6405
2,Female,0,Yes,31,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Electronic check,104.2,3243.45
1,Female,0,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.05,157.65
1,Female,0,No,19,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Yes,Electronic check,60.6,1297.8
1,Female,0,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),25.4,949.8
1,Female,0,No,36,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),104.8,3886.45
2,Male,0,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.25,178.5
2,Male,0,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,90.85,90.85
1,Male,0,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.4,231.45
1,Male,0,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.35,215.25
2,Male,1,Yes,1,No,No phone service,DSL,No,Yes,No,No,Yes,No,No,Electronic check,40.2,40.2
2,Male,0,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,20,288.05
1,Male,0,Yes,2,Yes,No,DSL,No,No,No,No,No,No,Yes,Electronic check,44.5,90.05
1,Male,0,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),19.4,1363.25
1,Female,0,No,30,No,No phone service,DSL,No,No,No,Yes,No,Yes,Yes,Credit card (automatic),40.35,1187.05
2,Male,0,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,18.85,18.85
2,Male,0,Yes,14,No,No phone service,DSL,No,No,No,No,Yes,Yes,No,Electronic check,46.35,667.7
1,Male,0,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),24.95,280.4
1,Female,0,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,26.25,605.9
1,Male,0,Yes,18,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Yes,Electronic check,85.6,1601.5
1,Female,0,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),26.25,1988.05
2,Female,0,Yes,21,Yes,No,Fiber optic,No,Yes,No,No,No,No,Yes,Bank transfer (automatic),74.05,1565.7
1,Female,1,No,35,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Electronic check,99.05,3554.6
1,Female,0,No,51,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),60.15,3077
1,Female,0,No,39,Yes,No,DSL,No,Yes,No,No,Yes,No,Yes,Credit card (automatic),58.6,2224.5
1,Female,0,Yes,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),108.9,4854.3
2,Female,0,Yes,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Yes,Electronic check,100.55,6215.35
1,Male,1,No,71,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Electronic check,56.45,3985.35
1,Female,1,No,56,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,Electronic check,96.85,5219.65
1,Female,0,Yes,53,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Electronic check,93.45,4872.2
